DLUOutputFile-00.csv,,Core 1,,Core 2,
,Timestamp,TFE min speed,TFE max speed,TFE min speed,TFE max speed
22.06.2022.11h18-11h28.800280_0001447134.txt,2022-06-22 11:18:45.4,3.568,5.396,,
,2022-06-22 11:18:45.6,2.426,4.043,,
,2022-06-22 11:18:45.8,1.213,1.793,,
,2022-06-22 11:18:46.0,0.000,0.879,,
,2022-06-22 11:18:46.2,0.000,0.439,,
,2022-06-22 11:19:07.2,0.000,0.826,,
,2022-06-22 11:19:07.4,0.158,1.213,,
,2022-06-22 11:19:07.6,0.527,1.617,,
,2022-06-22 11:19:08.2,0.914,2.004,,
,2022-06-22 11:19:08.4,0.527,1.617,,
,2022-06-22 11:19:08.6,0.914,2.004,,
,2022-06-22 11:19:10.4,1.283,2.391,,
,2022-06-22 11:19:10.8,2.057,3.182,,
,2022-06-22 11:19:11.2,2.426,3.568,,
,2022-06-22 11:19:11.4,2.057,3.182,,
,2022-06-22 11:19:11.6,2.426,3.568,,
,2022-06-22 11:19:12.2,2.812,3.955,,
,2022-06-22 11:19:12.4,2.426,3.568,,
,2022-06-22 11:19:12.8,2.812,3.955,,
,2022-06-22 11:19:13.0,2.426,3.568,,
,2022-06-22 11:19:13.2,2.812,3.955,,
,2022-06-22 11:19:14.8,3.199,4.359,,
,2022-06-22 11:19:15.8,3.568,4.746,,
,2022-06-22 11:19:16.0,3.199,4.359,,
,2022-06-22 11:19:16.2,3.568,4.746,,
,2022-06-22 11:19:16.4,3.955,5.133,,
,2022-06-22 11:19:16.6,3.568,4.746,,
,2022-06-22 11:19:16.8,3.955,5.133,,
,2022-06-22 11:19:17.2,4.342,5.520,,
,2022-06-22 11:19:17.4,3.955,5.133,,
,2022-06-22 11:19:17.6,4.342,5.520,,
,2022-06-22 11:19:18.0,4.711,5.924,,
,2022-06-22 11:19:18.2,4.342,5.520,,
,2022-06-22 11:19:18.4,4.711,5.924,,
,2022-06-22 11:19:18.8,5.098,6.311,,
,2022-06-22 11:19:19.0,4.711,5.924,,
,2022-06-22 11:19:19.2,5.098,6.311,,
,2022-06-22 11:19:19.6,5.467,6.697,,
,2022-06-22 11:19:19.8,5.098,6.311,,
,2022-06-22 11:19:20.0,5.467,6.697,,
,2022-06-22 11:19:20.4,5.854,7.084,,
,2022-06-22 11:19:20.6,5.467,6.697,,
,2022-06-22 11:19:20.8,5.854,7.084,,
,2022-06-22 11:19:23.8,5.467,6.697,,
,2022-06-22 11:19:24.0,5.854,7.084,,
,2022-06-22 11:19:24.6,5.467,6.697,,
,2022-06-22 11:19:24.8,5.854,7.084,,
,2022-06-22 11:19:25.2,5.467,6.697,,
,2022-06-22 11:19:25.4,5.854,7.084,,
,2022-06-22 11:19:25.6,5.467,6.697,,
,2022-06-22 11:19:25.8,5.854,7.084,,
,2022-06-22 11:19:26.0,5.467,6.697,,
,2022-06-22 11:19:26.4,5.854,7.084,,
,2022-06-22 11:19:26.6,5.467,6.697,,
,2022-06-22 11:19:27.8,5.098,6.311,,
,2022-06-22 11:19:28.0,5.467,6.697,,
,2022-06-22 11:19:28.4,5.098,6.311,,
,2022-06-22 11:19:28.6,5.467,6.697,,
,2022-06-22 11:19:29.6,5.098,6.311,,
,2022-06-22 11:19:29.8,5.467,6.697,,
,2022-06-22 11:19:30.0,5.098,6.311,,
,2022-06-22 11:19:30.2,5.467,6.697,,
,2022-06-22 11:19:30.4,5.098,6.311,,
,2022-06-22 11:19:30.6,5.467,6.697,,
