ThisIsATest.csv,,Core 1,,,,,,,Core 2,,,,,,
,Timestamp,TFE id,TFE min speed,TFE max speed,TFE located,TFE block,TFE abscissa,TFE direction,TFE id,TFE min speed,TFE max speed,TFE located,TFE block,TFE abscissa,TFE direction
,2022-06-22 11:19:39.8,2,5.098,6.311,True,711,23.171,NA,,,,,,,
,2022-06-22 11:19:40.0,2,4.711,5.924,True,711,22.866,NA,,,,,,,
,2022-06-22 11:19:40.2,2,4.711,5.924,True,711,22.562,NA,,,,,,,
,2022-06-22 11:19:40.4,2,4.711,5.924,True,711,22.257,NA,,,,,,,
,2022-06-22 11:19:40.6,2,4.711,5.924,True,711,21.952,NA,,,,,,,
,2022-06-22 11:19:40.8,2,4.711,5.924,True,711,21.647,NA,,,,,,,
,2022-06-22 11:19:41.0,2,4.711,5.924,True,711,21.343,NA,,,,,,,
,2022-06-22 11:19:41.2,2,4.711,5.924,True,711,21.038,NA,,,,,,,
,2022-06-22 11:19:41.4,2,4.342,5.520,True,711,21.528,NA,,,,,,,
,2022-06-22 11:19:41.6,2,4.342,5.520,True,711,21.245,NA,,,,,,,
,2022-06-22 11:19:41.8,2,4.342,5.520,True,711,20.963,NA,,,,,,,
,2022-06-22 11:19:42.0,2,4.342,5.520,True,711,20.680,NA,,,,,,,
,2022-06-22 11:19:42.2,2,3.955,5.133,True,711,20.419,NA,,,,,,,
,2022-06-22 11:19:42.4,2,4.342,5.520,True,711,20.136,NA,,,,,,,
,2022-06-22 11:19:42.6,2,4.342,5.520,True,711,19.853,NA,,,,,,,
,2022-06-22 11:19:42.8,2,4.342,5.520,True,711,19.570,NA,,,,,,,
,2022-06-22 11:19:43.0,2,4.342,5.520,True,711,19.287,NA,,,,,,,
,2022-06-22 11:19:43.2,2,4.342,5.520,True,711,19.004,NA,,,,,,,
,2022-06-22 11:19:43.4,2,4.342,5.520,True,711,18.722,NA,,,,,,,
,2022-06-22 11:19:43.6,2,4.342,5.520,True,711,18.438,NA,,,,,,,
,2022-06-22 11:19:43.8,2,4.342,5.520,True,711,18.155,NA,,,,,,,
,2022-06-22 11:19:44.0,2,4.342,5.520,True,711,17.873,NA,,,,,,,
,2022-06-22 11:19:44.2,2,4.342,5.520,True,711,17.590,NA,,,,,,,
,2022-06-22 11:19:44.4,2,4.342,5.520,True,711,17.308,NA,,,,,,,
,2022-06-22 11:19:44.6,2,4.342,5.520,True,711,17.024,NA,,,,,,,
,2022-06-22 11:19:44.8,2,4.342,5.520,True,711,16.741,NA,,,,,,,
,2022-06-22 11:19:45.0,2,4.342,5.520,True,711,16.459,NA,,,,,,,
,2022-06-22 11:19:45.2,2,4.711,5.924,True,711,16.154,NA,,,,,,,
,2022-06-22 11:19:45.4,2,4.342,5.520,True,711,15.871,NA,,,,,,,
,2022-06-22 11:19:45.6,2,4.711,5.924,True,711,15.566,NA,,,,,,,
,2022-06-22 11:19:45.8,2,4.342,5.520,True,711,15.283,NA,,,,,,,
,2022-06-22 11:19:46.0,2,4.342,5.520,True,711,15.001,NA,,,,,,,
,2022-06-22 11:19:46.2,2,4.342,5.520,True,711,14.718,NA,,,,,,,
,2022-06-22 11:19:46.4,2,4.342,5.520,True,711,14.435,NA,,,,,,,
,2022-06-22 11:19:46.6,2,4.711,5.924,True,711,14.130,NA,,,,,,,
,2022-06-22 11:19:46.8,2,4.342,5.520,True,711,13.848,NA,,,,,,,
,2022-06-22 11:19:47.0,2,4.342,5.520,True,711,13.564,NA,,,,,,,
,2022-06-22 11:19:47.2,2,4.342,5.520,True,711,13.281,NA,,,,,,,
,2022-06-22 11:19:47.4,2,3.955,5.133,True,711,13.021,NA,,,,,,,
,2022-06-22 11:19:47.6,2,4.342,5.520,True,711,12.737,NA,,,,,,,
,2022-06-22 11:19:47.8,2,3.955,5.133,True,711,12.477,NA,,,,,,,
,2022-06-22 11:19:48.0,2,4.342,5.520,True,711,12.193,NA,,,,,,,
,2022-06-22 11:19:48.2,2,3.955,5.133,True,711,11.933,NA,,,,,,,
,2022-06-22 11:19:48.4,2,3.955,5.133,True,711,11.672,NA,,,,,,,
,2022-06-22 11:19:48.6,2,4.342,5.520,True,711,11.389,NA,,,,,,,
,2022-06-22 11:19:48.8,2,3.955,5.133,True,711,11.128,NA,,,,,,,
,2022-06-22 11:19:49.0,2,3.955,5.133,True,711,10.866,NA,,,,,,,
,2022-06-22 11:19:49.2,2,4.342,5.520,True,711,10.584,NA,,,,,,,
,2022-06-22 11:19:49.4,2,4.711,5.924,True,711,10.279,NA,,,,,,,
,2022-06-22 11:19:49.6,2,4.342,5.520,True,711,9.996,NA,,,,,,,
,2022-06-22 11:19:49.8,2,4.711,5.924,True,711,9.691,NA,,,,,,,
,2022-06-22 11:19:50.0,2,4.342,5.520,True,711,9.408,NA,,,,,,,
,2022-06-22 11:19:50.2,2,4.342,5.520,True,711,9.126,NA,,,,,,,
,2022-06-22 11:19:50.4,2,4.342,5.520,True,711,8.843,NA,,,,,,,
,2022-06-22 11:19:50.6,2,4.342,5.520,True,711,8.560,NA,,,,,,,
,2022-06-22 11:19:50.8,2,4.342,5.520,True,711,8.277,NA,,,,,,,
,2022-06-22 11:19:51.0,2,4.342,5.520,True,711,7.994,NA,,,,,,,
,2022-06-22 11:19:51.2,2,4.342,5.520,True,711,7.711,NA,,,,,,,
,2022-06-22 11:19:51.4,2,3.955,5.133,True,711,7.450,NA,,,,,,,
,2022-06-22 11:19:51.6,2,4.342,5.520,True,711,7.167,NA,,,,,,,
,2022-06-22 11:19:51.8,2,3.955,5.133,True,711,6.906,NA,,,,,,,
,2022-06-22 11:19:52.0,2,3.955,5.133,True,711,6.646,NA,,,,,,,
,2022-06-22 11:19:52.2,2,4.342,5.520,True,711,6.362,NA,,,,,,,
,2022-06-22 11:19:52.4,2,3.955,5.133,True,711,6.102,NA,,,,,,,
,2022-06-22 11:19:52.6,2,3.955,5.133,True,711,5.840,NA,,,,,,,
,2022-06-22 11:19:52.8,2,3.955,5.133,True,711,5.579,NA,,,,,,,
,2022-06-22 11:19:53.0,2,3.955,5.133,True,711,5.318,NA,,,,,,,
,2022-06-22 11:19:53.2,2,3.955,5.133,True,711,5.057,NA,,,,,,,
,2022-06-22 11:19:53.4,2,3.955,5.133,True,711,4.796,NA,,,,,,,
,2022-06-22 11:19:53.6,2,3.955,5.133,True,711,4.534,NA,,,,,,,
,2022-06-22 11:19:53.8,2,3.955,5.133,True,711,4.273,NA,,,,,,,
,2022-06-22 11:19:54.0,2,3.955,5.133,True,711,4.013,NA,,,,,,,
,2022-06-22 11:19:54.2,2,3.955,5.133,True,711,3.751,NA,,,,,,,
,2022-06-22 11:19:54.4,2,3.955,5.133,True,711,3.490,NA,,,,,,,
,2022-06-22 11:19:54.6,2,3.955,5.133,True,711,3.229,NA,,,,,,,
,2022-06-22 11:19:54.8,2,3.955,5.133,True,711,2.968,NA,,,,,,,
,2022-06-22 11:19:55.0,2,3.955,5.133,True,711,2.707,NA,,,,,,,
,2022-06-22 11:19:55.2,2,4.342,5.520,True,711,2.641,NA,,,,,,,
,2022-06-22 11:19:55.4,2,3.955,5.133,True,711,2.379,NA,,,,,,,
,2022-06-22 11:19:55.6,2,3.955,5.133,True,711,2.118,NA,,,,,,,
,2022-06-22 11:19:55.8,2,4.342,5.520,True,711,1.835,NA,,,,,,,
,2022-06-22 11:19:56.0,2,4.342,5.520,True,711,1.552,NA,,,,,,,
,2022-06-22 11:19:56.2,2,3.955,5.133,True,711,1.291,NA,,,,,,,
,2022-06-22 11:19:56.4,2,4.342,5.520,True,711,1.008,NA,,,,,,,
,2022-06-22 11:19:56.6,2,4.342,5.520,True,711,0.726,NA,,,,,,,
,2022-06-22 11:19:56.8,2,4.342,5.520,True,711,0.442,NA,,,,,,,
,2022-06-22 11:19:57.0,2,4.342,5.520,True,711,0.159,NA,,,,,,,
,2022-06-22 11:19:57.2,2,4.342,5.520,True,710,161.087,NA,,,,,,,
,2022-06-22 11:19:57.4,2,4.711,5.924,True,710,160.782,NA,,,,,,,
,2022-06-22 11:19:57.6,2,4.711,5.924,True,710,160.478,NA,,,,,,,
,2022-06-22 11:19:57.8,2,4.711,5.924,True,710,160.173,NA,,,,,,,
,2022-06-22 11:19:58.0,2,5.098,6.311,True,710,159.847,NA,,,,,,,
,2022-06-22 11:19:58.2,2,4.711,5.924,True,710,159.542,NA,,,,,,,
,2022-06-22 11:19:58.4,2,5.098,6.311,True,710,159.216,NA,,,,,,,
,2022-06-22 11:19:58.6,2,5.467,6.697,True,710,158.867,NA,,,,,,,
,2022-06-22 11:19:58.8,2,5.098,6.311,True,710,158.541,NA,,,,,,,
,2022-06-22 11:19:59.0,2,5.467,6.697,True,710,158.192,NA,,,,,,,
,2022-06-22 11:19:59.2,2,5.098,6.311,True,710,157.866,NA,,,,,,,
,2022-06-22 11:19:59.4,2,5.467,6.697,True,710,157.519,NA,,,,,,,
,2022-06-22 11:19:59.6,2,5.098,6.311,True,710,157.192,NA,,,,,,,
,2022-06-22 11:19:59.8,2,5.098,6.311,True,710,156.865,NA,,,,,,,
,2022-06-22 11:20:00.0,2,5.467,6.697,True,710,156.518,NA,,,,,,,
,2022-06-22 11:20:00.2,2,5.098,6.311,True,710,156.191,NA,,,,,,,
,2022-06-22 11:20:00.4,2,5.098,6.311,True,710,155.864,NA,,,,,,,
,2022-06-22 11:20:00.6,2,5.467,6.697,True,710,155.517,NA,,,,,,,
,2022-06-22 11:20:00.8,2,5.854,7.084,True,710,155.146,NA,,,,,,,
,2022-06-22 11:20:01.0,2,5.854,7.084,True,710,154.776,NA,,,,,,,
,2022-06-22 11:20:01.2,2,5.467,6.697,True,710,154.538,NA,,,,,,,
,2022-06-22 11:20:01.4,2,5.854,7.084,True,710,154.168,NA,,,,,,,
,2022-06-22 11:20:01.6,2,5.854,7.084,True,710,153.798,NA,,,,,,,
,2022-06-22 11:20:01.8,2,5.854,7.084,True,710,153.428,NA,,,,,,,
